"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"30/12/2025","1,900.27","1,884.24","1,900.27","1,869.58","468.10M","0.85%"
"29/12/2025","1,884.24","1,861.57","1,884.33","1,861.57","408.52M","1.22%"
"26/12/2025","1,861.57","1,873.79","1,873.79","1,811.50","794.51M","-0.65%"
"25/12/2025","1,873.79","1,922.80","1,944.64","1,873.79","534.64M","-2.55%"
"24/12/2025","1,922.80","1,907.33","1,929.06","1,890.87","588.63M","0.81%"
"23/12/2025","1,907.33","1,885.64","1,915.95","1,885.64","613.66M","1.15%"
"22/12/2025","1,885.64","1,831.78","1,885.64","1,831.78","641.79M","2.94%"
"19/12/2025","1,831.78","1,804.06","1,835.91","1,804.06","535.30M","1.54%"
"18/12/2025","1,804.06","1,798.31","1,804.06","1,787.52","395.33M","0.32%"
"17/12/2025","1,798.31","1,807.62","1,816.56","1,772.02","398.56M","-0.52%"
"16/12/2025","1,807.62","1,765.08","1,818.08","1,745.20","626.47M","2.41%"
"15/12/2025","1,765.08","1,767.08","1,786.98","1,752.85","485.80M","-0.11%"
"12/12/2025","1,767.08","1,827.05","1,834.97","1,756.32","673.34M","-3.28%"
"11/12/2025","1,827.05","1,844.94","1,848.54","1,820.21","377.07M","-0.97%"
"10/12/2025","1,844.94","1,869.86","1,874.16","1,838.87","395.64M","-1.33%"
"09/12/2025","1,869.86","1,880.12","1,897.25","1,845.21","740.83M","-0.55%"
"08/12/2025","1,880.12","1,876.20","1,901.97","1,873.88","472.69M","0.21%"
"05/12/2025","1,876.20","1,878.72","1,899.85","1,870.75","523.96M","-0.13%"
"04/12/2025","1,878.72","1,868.56","1,884.57","1,864.35","654.71M","0.54%"
"03/12/2025","1,868.56","1,847.40","1,878.54","1,842.18","623.62M","1.15%"
"02/12/2025","1,847.40","1,834.56","1,850.83","1,818.22","559.78M","0.70%"
"01/12/2025","1,834.56","1,829.88","1,849.21","1,828.94","428.30M","0.26%"
"28/11/2025","1,829.88","1,827.32","1,838.09","1,816.63","535.32M","0.14%"
"27/11/2025","1,827.32","1,826.35","1,842.81","1,824.61","498.75M","0.05%"
"26/11/2025","1,826.35","1,803.41","1,829.13","1,800.20","588.99M","1.27%"
"25/11/2025","1,803.41","1,813.34","1,828.85","1,797.24","660.87M","-0.55%"
"24/11/2025","1,813.34","1,802.47","1,822.73","1,802.47","414.62M","0.60%"
"21/11/2025","1,802.47","1,804.39","1,807.44","1,781.18","542.43M","-0.11%"
"20/11/2025","1,804.39","1,796.70","1,809.55","1,794.27","496.21M","0.43%"
"19/11/2025","1,796.70","1,810.72","1,813.01","1,789.09","640.56M","-0.77%"
"18/11/2025","1,810.72","1,804.18","1,811.38","1,785.87","570.97M","0.36%"
"17/11/2025","1,804.18","1,780.35","1,804.18","1,780.35","551.44M","1.34%"
"14/11/2025","1,780.35","1,773.67","1,785.02","1,763.42","548.47M","0.38%"
"13/11/2025","1,773.67","1,779.78","1,787.35","1,766.56","539.93M","-0.34%"
"12/11/2025","1,779.78","1,732.96","1,780.02","1,732.96","584.49M","2.70%"
"11/11/2025","1,732.96","1,715.56","1,737.83","1,712.51","512.77M","1.01%"
"10/11/2025","1,715.56","1,735.99","1,752.89","1,715.49","564.50M","-1.18%"
"07/11/2025","1,735.99","1,785.91","1,789.34","1,732.17","715.08M","-2.80%"
"06/11/2025","1,785.91","1,802.59","1,806.12","1,781.31","470.69M","-0.93%"
"05/11/2025","1,802.59","1,812.10","1,823.89","1,794.00","524.23M","-0.52%"
"04/11/2025","1,812.10","1,765.36","1,821.01","1,748.07","948.39M","2.65%"
"03/11/2025","1,765.36","1,798.62","1,811.52","1,763.08","814.17M","-1.85%"
"31/10/2025","1,798.62","1,835.82","1,842.16","1,780.59","643.97M","-2.03%"
"30/10/2025","1,835.82","1,859.11","1,865.78","1,826.75","619.45M","-1.25%"
"29/10/2025","1,859.11","1,853.69","1,877.22","1,848.52","688.91M","0.29%"
"28/10/2025","1,853.69","1,810.65","1,853.81","1,782.26","721.66M","2.38%"
"27/10/2025","1,810.65","1,848.01","1,863.98","1,810.03","779.80M","-2.02%"
"24/10/2025","1,848.01","1,854.20","1,858.98","1,821.20","794.65M","-0.33%"
"23/10/2025","1,854.20","1,847.12","1,871.19","1,837.53","583.04M","0.38%"
"22/10/2025","1,847.12","1,832.98","1,866.34","1,788.37","748.64M","0.77%"
"21/10/2025","1,832.98","1,800.51","1,849.50","1,767.38","1.32B","1.80%"
"20/10/2025","1,800.51","1,908.40","1,908.40","1,799.19","1.39B","-5.65%"
"17/10/2025","1,908.40","1,950.03","1,966.36","1,902.07","1.05B","-2.13%"
"16/10/2025","1,950.03","1,937.17","1,950.26","1,933.02","924.49M","0.66%"
"15/10/2025","1,937.17","1,935.25","1,959.26","1,926.55","966.20M","0.10%"
"14/10/2025","1,935.25","1,935.65","1,971.66","1,925.45","1.28B","-0.02%"
"13/10/2025","1,935.65","1,911.55","1,936.66","1,866.21","1.05B","1.26%"
"10/10/2025","1,911.55","1,879.62","1,911.56","1,879.62","851.16M","1.70%"
"09/10/2025","1,879.62","1,861.87","1,882.75","1,861.87","914.70M","0.95%"
"08/10/2025","1,861.87","1,850.55","1,912.27","1,845.10","877.55M","0.61%"
"07/10/2025","1,850.55","1,864.34","1,887.95","1,839.36","660.54M","-0.74%"
"06/10/2025","1,864.34","1,803.15","1,864.34","1,803.15","874.09M","3.39%"
"03/10/2025","1,803.15","1,810.69","1,816.18","1,795.31","675.92M","-0.42%"
"02/10/2025","1,810.69","1,826.30","1,844.39","1,803.72","615.59M","-0.85%"
"01/10/2025","1,826.30","1,817.70","1,832.98","1,814.33","569.20M","0.47%"
"30/09/2025","1,817.70","1,820.38","1,832.18","1,797.07","880.01M","-0.15%"
"29/09/2025","1,820.38","1,812.71","1,827.18","1,797.75","672.69M","0.42%"
"26/09/2025","1,812.71","1,821.95","1,827.68","1,803.94","712.39M","-0.51%"
"25/09/2025","1,821.95","1,814.83","1,830.67","1,809.67","717.48M","0.39%"
"24/09/2025","1,814.83","1,781.08","1,814.83","1,762.35","811.87M","1.89%"
"23/09/2025","1,781.08","1,780.83","1,794.30","1,769.83","552.23M","0.01%"
"22/09/2025","1,780.83","1,814.00","1,823.73","1,761.32","955.21M","-1.83%"
"19/09/2025","1,814.00","1,819.65","1,828.61","1,796.68","711.22M","-0.31%"
"18/09/2025","1,819.65","1,824.79","1,835.05","1,797.35","706.16M","-0.28%"
"17/09/2025","1,824.79","1,836.72","1,842.98","1,817.15","770.35M","-0.65%"
"16/09/2025","1,836.72","1,840.69","1,855.59","1,830.46","1.04B","-0.22%"
"15/09/2025","1,840.69","1,823.56","1,840.69","1,821.38","929.32M","0.94%"
"12/09/2025","1,823.56","1,813.71","1,837.24","1,807.22","828.96M","0.54%"
"11/09/2025","1,813.71","1,795.38","1,816.54","1,746.52","1.01B","1.02%"
"10/09/2025","1,795.38","1,792.59","1,814.66","1,778.95","680.27M","0.16%"
"09/09/2025","1,792.59","1,772.72","1,792.59","1,758.98","845.09M","1.12%"
"08/09/2025","1,772.72","1,824.91","1,825.71","1,771.12","1.51B","-2.86%"
"05/09/2025","1,824.91","1,864.54","1,881.74","1,823.40","1.36B","-2.13%"
"04/09/2025","1,864.54","1,845.56","1,864.96","1,840.28","1.09B","1.03%"
"03/09/2025","1,845.56","1,844.40","1,856.13","1,831.41","1.04B","0.06%"
"29/08/2025","1,844.40","1,838.37","1,864.01","1,838.03","1.22B","0.33%"
"28/08/2025","1,838.37","1,823.27","1,842.25","1,806.87","955.36M","0.83%"
"27/08/2025","1,823.27","1,822.28","1,854.55","1,816.88","1.27B","0.05%"
"26/08/2025","1,822.28","1,754.96","1,822.48","1,739.49","1.05B","3.84%"
"25/08/2025","1,754.96","1,797.62","1,817.53","1,747.70","1.22B","-2.37%"
"22/08/2025","1,797.62","1,855.24","1,863.48","1,775.94","1.82B","-3.11%"
"21/08/2025","1,855.24","1,817.60","1,861.69","1,817.60","1.35B","2.07%"
"20/08/2025","1,817.60","1,804.39","1,825.82","1,754.48","1.84B","0.73%"
"19/08/2025","1,804.39","1,778.16","1,819.00","1,778.16","1.38B","1.48%"
"18/08/2025","1,778.16","1,768.43","1,784.00","1,763.09","1.23B","0.55%"
"15/08/2025","1,768.43","1,777.05","1,809.15","1,753.25","1.59B","-0.49%"
"14/08/2025","1,777.05","1,736.25","1,777.12","1,736.25","1.43B","2.35%"
"13/08/2025","1,736.25","1,730.45","1,744.92","1,706.70","1.48B","0.34%"
"12/08/2025","1,730.45","1,717.27","1,730.66","1,708.66","1.24B","0.77%"
"11/08/2025","1,717.27","1,703.18","1,723.57","1,703.18","1.25B","0.83%"
"08/08/2025","1,703.18","1,701.46","1,715.35","1,680.05","1.42B","0.10%"
"07/08/2025","1,701.46","1,689.03","1,707.17","1,682.71","1.27B","0.74%"
"06/08/2025","1,689.03","1,656.32","1,689.77","1,656.32","1.07B","1.97%"
"05/08/2025","1,656.32","1,630.53","1,699.33","1,618.39","2.22B","1.58%"
"04/08/2025","1,630.53","1,593.67","1,630.53","1,584.91","940.25M","2.31%"
"01/08/2025","1,593.67","1,597.80","1,607.12","1,574.72","1.09B","-0.26%"
"31/07/2025","1,597.80","1,599.05","1,620.08","1,577.43","1.33B","-0.08%"
"30/07/2025","1,599.05","1,578.81","1,603.73","1,568.32","1.32B","1.28%"
"29/07/2025","1,578.81","1,658.66","1,671.62","1,575.95","2.10B","-4.81%"
"28/07/2025","1,658.66","1,622.44","1,658.85","1,622.44","1.34B","2.23%"
"25/07/2025","1,622.44","1,605.47","1,625.70","1,605.47","1.10B","1.06%"
"24/07/2025","1,605.47","1,593.19","1,610.25","1,586.85","1.07B","0.77%"
"23/07/2025","1,593.19","1,587.40","1,605.95","1,586.50","1.17B","0.36%"
"22/07/2025","1,587.40","1,561.64","1,587.40","1,549.33","980.94M","1.65%"
"21/07/2025","1,561.64","1,568.47","1,585.30","1,557.38","1.09B","-0.44%"
"18/07/2025","1,568.47","1,555.96","1,571.26","1,550.43","1.08B","0.80%"
"17/07/2025","1,555.96","1,544.04","1,560.88","1,544.04","1.07B","0.77%"
"16/07/2025","1,544.04","1,527.96","1,544.32","1,523.34","914.92M","1.05%"
"15/07/2025","1,527.96","1,535.66","1,546.73","1,527.75","1.06B","-0.50%"
"14/07/2025","1,535.66","1,522.24","1,536.89","1,509.00","956.33M","0.88%"
"11/07/2025","1,522.24","1,507.60","1,528.15","1,507.36","990.53M","0.97%"
"10/07/2025","1,507.60","1,494.20","1,507.71","1,494.20","854.01M","0.90%"
"09/07/2025","1,494.20","1,482.65","1,497.78","1,482.63","1.16B","0.78%"
"08/07/2025","1,482.65","1,467.99","1,482.95","1,467.99","916.10M","1.00%"
"07/07/2025","1,467.99","1,448.26","1,468.18","1,448.26","1.04B","1.36%"
"04/07/2025","1,448.26","1,438.90","1,448.40","1,438.90","656.60M","0.65%"
"03/07/2025","1,438.90","1,438.15","1,450.65","1,433.84","1.08B","0.05%"
"02/07/2025","1,438.15","1,426.78","1,438.42","1,422.55","716.41M","0.80%"
"01/07/2025","1,426.78","1,427.53","1,433.03","1,419.73","590.87M","-0.05%"
"30/06/2025","1,427.53","1,420.73","1,429.87","1,420.73","505.07M","0.48%"
"27/06/2025","1,420.73","1,414.54","1,422.64","1,413.04","561.41M","0.44%"
"26/06/2025","1,414.54","1,414.64","1,420.94","1,408.47","486.02M","-0.01%"
"25/06/2025","1,414.64","1,413.88","1,421.54","1,411.04","610.42M","0.05%"
"24/06/2025","1,413.88","1,402.65","1,419.36","1,402.65","743.02M","0.80%"
"23/06/2025","1,402.65","1,399.20","1,402.81","1,384.40","573.81M","0.25%"
"20/06/2025","1,399.20","1,398.90","1,407.42","1,393.27","618.89M","0.02%"
"19/06/2025","1,398.90","1,393.43","1,400.52","1,387.71","496.95M","0.39%"
"18/06/2025","1,393.43","1,394.52","1,401.82","1,388.33","586.10M","-0.08%"
"17/06/2025","1,394.52","1,386.72","1,400.21","1,385.94","597.91M","0.56%"
"16/06/2025","1,386.72","1,363.26","1,386.89","1,354.98","595.05M","1.72%"
"13/06/2025","1,363.26","1,374.41","1,379.35","1,350.14","922.98M","-0.81%"
"12/06/2025","1,374.41","1,361.77","1,377.42","1,355.63","657.65M","0.93%"
"11/06/2025","1,361.77","1,360.99","1,366.86","1,353.51","407.21M","0.06%"
"10/06/2025","1,360.99","1,353.41","1,369.50","1,346.51","551.49M","0.56%"
"09/06/2025","1,353.41","1,370.94","1,371.89","1,351.51","555.12M","-1.28%"
"06/06/2025","1,370.94","1,385.01","1,388.75","1,368.22","729.17M","-1.02%"
"05/06/2025","1,385.01","1,389.54","1,392.21","1,379.43","571.66M","-0.33%"
"04/06/2025","1,389.54","1,390.82","1,395.68","1,386.07","723.64M","-0.09%"
"03/06/2025","1,390.82","1,377.43","1,395.41","1,377.43","839.26M","0.97%"
"02/06/2025","1,377.43","1,371.73","1,377.50","1,363.75","646.98M","0.42%"
"30/05/2025","1,371.73","1,382.77","1,388.10","1,367.17","711.54M","-0.80%"
"29/05/2025","1,382.77","1,381.79","1,389.41","1,377.13","703.37M","0.07%"
"28/05/2025","1,381.79","1,383.41","1,389.27","1,376.68","695.43M","-0.12%"
"27/05/2025","1,383.41","1,375.06","1,383.88","1,373.99","850.22M","0.61%"
"26/05/2025","1,375.06","1,359.03","1,375.11","1,331.20","752.71M","1.18%"
"23/05/2025","1,359.03","1,359.26","1,364.37","1,352.73","514.63M","-0.02%"
"22/05/2025","1,359.26","1,369.31","1,377.37","1,357.90","932.50M","-0.73%"
"21/05/2025","1,369.31","1,361.07","1,379.12","1,360.26","801.16M","0.61%"
"20/05/2025","1,361.07","1,339.57","1,361.80","1,339.57","688.41M","1.60%"
"19/05/2025","1,339.57","1,349.97","1,351.01","1,335.45","682.25M","-0.77%"
"16/05/2025","1,349.97","1,367.22","1,369.44","1,348.93","664.66M","-1.26%"
"15/05/2025","1,367.22","1,360.95","1,368.71","1,351.46","908.63M","0.46%"
"14/05/2025","1,360.95","1,343.22","1,361.88","1,340.76","769.91M","1.32%"
"13/05/2025","1,343.22","1,331.89","1,343.41","1,331.89","721.75M","0.85%"
"12/05/2025","1,331.89","1,312.94","1,332.81","1,312.94","710.40M","1.44%"
"09/05/2025","1,312.94","1,310.79","1,319.94","1,309.18","550.95M","0.16%"
"08/05/2025","1,310.79","1,290.06","1,312.62","1,290.06","616.69M","1.61%"
"07/05/2025","1,290.06","1,285.29","1,291.45","1,283.71","546.72M","0.37%"
"06/05/2025","1,285.29","1,285.90","1,296.66","1,284.13","569.90M","-0.05%"
"05/05/2025","1,285.90","1,273.69","1,286.26","1,272.45","466.69M","0.96%"
"29/04/2025","1,273.69","1,274.65","1,277.13","1,271.44","410.63M","-0.08%"
"28/04/2025","1,274.65","1,276.97","1,281.09","1,268.48","430.16M","-0.09%"
"25/04/2025","1,275.79","1,272.50","1,277.72","1,264.05","630.70M","0.31%"
"24/04/2025","1,271.82","1,266.06","1,273.24","1,258.13","571.63M","0.75%"
"23/04/2025","1,262.33","1,257.18","1,267.45","1,253.00","618.11M","1.28%"
"22/04/2025","1,246.42","1,248.58","1,253.28","1,180.19","1.33B","-0.75%"
"21/04/2025","1,255.90","1,267.00","1,270.95","1,249.42","652.67M","-0.90%"
"18/04/2025","1,267.27","1,270.43","1,283.83","1,267.27","840.30M","0.61%"
"17/04/2025","1,259.58","1,240.56","1,259.58","1,239.26","560.45M","0.78%"
"16/04/2025","1,249.89","1,266.64","1,274.84","1,245.28","585.92M","-1.44%"
"15/04/2025","1,268.15","1,273.86","1,287.12","1,258.75","790.73M","-1.33%"
"14/04/2025","1,285.22","1,277.18","1,287.48","1,269.33","781.06M","1.48%"
"11/04/2025","1,266.42","1,227.72","1,266.42","1,220.44","1.37B","4.74%"
"10/04/2025","1,209.13","1,208.92","1,209.22","1,208.21","159.01M","6.84%"
"09/04/2025","1,131.70","1,150.46","1,177.85","1,102.84","1.26B","-3.10%"
"08/04/2025","1,167.88","1,207.25","1,210.31","1,164.98","840.80M","-6.49%"
"04/04/2025","1,248.93","1,245.17","1,248.93","1,188.86","1.52B","-1.17%"
"03/04/2025","1,263.67","1,315.81","1,315.81","1,263.55","1.37B","-6.77%"
"02/04/2025","1,355.47","1,359.35","1,362.57","1,355.28","557.88M","0.03%"
"01/04/2025","1,355.08","1,349.54","1,355.08","1,343.09","423.39M","0.78%"
"31/03/2025","1,344.57","1,347.76","1,350.05","1,340.26","581.82M","-0.67%"
"28/03/2025","1,353.66","1,361.33","1,362.49","1,349.70","475.72M","-0.52%"
"27/03/2025","1,360.77","1,360.73","1,364.06","1,358.79","427.59M","-0.05%"
"26/03/2025","1,361.44","1,371.02","1,376.69","1,359.00","570.43M","-0.61%"
"25/03/2025","1,369.77","1,371.72","1,378.22","1,367.37","624.64M","-0.10%"
"24/03/2025","1,371.19","1,363.08","1,371.19","1,355.30","620.71M","0.67%"
"21/03/2025","1,362.13","1,363.37","1,365.36","1,360.81","553.93M","-0.10%"
"20/03/2025","1,363.47","1,368.11","1,372.56","1,355.65","642.40M","0.02%"
"19/03/2025","1,363.26","1,371.04","1,371.98","1,359.42","654.16M","-0.73%"
"18/03/2025","1,373.22","1,382.62","1,384.70","1,373.22","638.34M","-0.39%"
"17/03/2025","1,378.63","1,374.25","1,379.65","1,372.82","653.40M","0.74%"
"14/03/2025","1,368.45","1,370.80","1,377.24","1,366.69","703.96M","-0.21%"
"13/03/2025","1,371.38","1,381.06","1,386.08","1,369.76","756.51M","-0.59%"
"12/03/2025","1,379.53","1,385.85","1,387.80","1,375.10","657.43M","-0.20%"
"11/03/2025","1,382.28","1,367.06","1,382.28","1,363.89","637.11M","0.19%"
"10/03/2025","1,379.71","1,385.59","1,389.66","1,376.11","660.69M","-0.07%"
"07/03/2025","1,380.67","1,376.63","1,382.27","1,374.23","681.23M","0.48%"
"06/03/2025","1,374.06","1,361.56","1,374.06","1,361.24","780.94M","1.25%"
"05/03/2025","1,357.07","1,365.96","1,374.24","1,357.07","577.72M","-0.55%"
"04/03/2025","1,364.61","1,356.60","1,366.32","1,347.13","702.97M","0.33%"
"03/03/2025","1,360.08","1,355.20","1,362.09","1,354.24","587.52M","0.35%"
"28/02/2025","1,355.34","1,358.10","1,360.11","1,349.66","560.52M","-0.37%"
"27/02/2025","1,360.40","1,358.31","1,360.40","1,346.72","640.96M","0.32%"
"26/02/2025","1,356.04","1,356.67","1,359.27","1,354.07","534.81M","0.07%"
"25/02/2025","1,355.10","1,360.26","1,363.09","1,350.59","605.13M","-0.21%"
"24/02/2025","1,357.98","1,350.69","1,357.98","1,346.67","604.80M","0.69%"
"21/02/2025","1,348.68","1,346.71","1,349.98","1,343.51","476.17M","0.14%"
"20/02/2025","1,346.76","1,347.10","1,349.44","1,344.42","502.25M","0.26%"
"19/02/2025","1,343.21","1,333.61","1,344.03","1,332.30","514.47M","0.81%"
"18/02/2025","1,332.45","1,330.16","1,340.31","1,328.06","440.19M","0.30%"
"17/02/2025","1,328.53","1,332.85","1,334.91","1,327.99","554.89M","-0.26%"
"14/02/2025","1,331.93","1,329.53","1,338.53","1,329.53","453.74M","0.28%"
"13/02/2025","1,328.18","1,325.54","1,328.39","1,320.72","321.11M","0.16%"
"12/02/2025","1,326.00","1,330.75","1,333.28","1,325.85","327.17M","-0.12%"
"11/02/2025","1,327.53","1,321.71","1,327.53","1,318.43","425.05M","0.61%"
"10/02/2025","1,319.52","1,328.18","1,331.38","1,318.21","535.94M","-0.97%"
"07/02/2025","1,332.45","1,330.84","1,336.39","1,326.93","389.77M","0.18%"
"06/02/2025","1,330.11","1,331.43","1,334.71","1,326.48","379.74M","0.24%"
"05/02/2025","1,326.89","1,325.64","1,329.42","1,322.68","382.96M","0.37%"
"04/02/2025","1,322.03","1,313.60","1,322.36","1,311.87","422.90M","1.00%"
"03/02/2025","1,309.00","1,317.49","1,317.49","1,304.74","373.39M","-1.44%"
"24/01/2025","1,328.12","1,321.39","1,328.44","1,320.08","363.44M","0.52%"
"23/01/2025","1,321.22","1,297.30","1,325.73","1,297.30","375.34M","1.86%"
"22/01/2025","1,297.08","1,302.22","1,304.75","1,297.08","292.20M","-0.19%"
"21/01/2025","1,299.52","1,305.03","1,306.69","1,294.98","266.41M","-0.15%"
"20/01/2025","1,301.43","1,300.36","1,304.31","1,298.57","257.88M","0.14%"
"17/01/2025","1,299.59","1,290.14","1,299.59","1,286.51","239.23M","0.75%"
"16/01/2025","1,289.87","1,288.88","1,295.01","1,281.95","300.40M","0.52%"
"15/01/2025","1,283.24","1,279.08","1,285.14","1,276.66","284.84M","0.73%"
"14/01/2025","1,273.90","1,281.48","1,282.81","1,271.05","231.27M","-0.68%"
"13/01/2025","1,282.59","1,270.81","1,282.59","1,266.14","320.81M","0.54%"
"10/01/2025","1,275.70","1,293.89","1,295.47","1,275.70","349.08M","-1.42%"
"09/01/2025","1,294.05","1,299.73","1,302.26","1,291.24","200.61K","-0.44%"
"08/01/2025","1,299.72","1,294.81","1,299.72","1,288.33","258.77K","0.29%"
"07/01/2025","1,295.92","1,299.15","1,304.44","1,291.00","354.52K","-0.03%"
"06/01/2025","1,296.30","1,307.15","1,311.28","1,294.93","354.21K","-0.80%"
"03/01/2025","1,306.77","1,327.21","1,327.21","1,306.77","369.75K","-1.64%"
"02/01/2025","1,328.51","1,329.98","1,331.69","1,320.53","256.27K","-0.09%"
"31/12/2024","1,329.75","1,331.71","1,331.90","1,326.14","287.39K","-0.20%"
"30/12/2024","1,332.48","1,331.25","1,332.48","1,324.85","319.47K","0.03%"
"27/12/2024","1,332.13","1,327.14","1,333.93","1,327.14","432.53K","0.39%"
"26/12/2024","1,326.91","1,330.82","1,332.29","1,325.31","316.87K","-0.17%"
"25/12/2024","1,329.18","1,312.36","1,335.42","1,312.36","516.26K","1.30%"
"24/12/2024","1,312.18","1,312.97","1,313.05","1,303.31","360.40K","-0.04%"
"23/12/2024","1,312.75","1,311.09","1,315.08","1,310.53","252.38K","0.45%"
"20/12/2024","1,306.81","1,306.26","1,308.47","1,304.16","303.89K","0.13%"
"19/12/2024","1,305.12","1,318.48","1,318.48","1,298.74","490.87K","-1.06%"
"18/12/2024","1,319.06","1,315.35","1,320.03","1,313.98","267.78K","0.32%"
"17/12/2024","1,314.91","1,319.41","1,319.76","1,312.75","239.81K","-0.25%"
"16/12/2024","1,318.26","1,317.41","1,321.76","1,311.73","285.90K","0.11%"
"13/12/2024","1,316.87","1,320.49","1,320.99","1,314.73","281.30K","-0.39%"
"12/12/2024","1,322.05","1,323.67","1,329.45","1,319.99","362.03K","-0.10%"
"11/12/2024","1,323.33","1,324.10","1,330.25","1,317.54","356.22K","-0.05%"
"10/12/2024","1,324.00","1,324.49","1,328.29","1,320.61","353.90K","-0.04%"
"09/12/2024","1,324.48","1,324.43","1,329.86","1,318.93","412.44K","0.07%"
"06/12/2024","1,323.54","1,322.34","1,327.96","1,321.32","452.46K","0.09%"
"05/12/2024","1,322.40","1,287.03","1,322.40","1,282.00","649.20K","2.88%"
"04/12/2024","1,285.33","1,294.21","1,294.43","1,284.73","371.22K","-0.90%"
"03/12/2024","1,296.98","1,295.51","1,300.40","1,290.50","342.28K","0.09%"
"02/12/2024","1,295.86","1,300.51","1,304.04","1,291.31","282.22K","-0.02%"
"29/11/2024","1,296.08","1,286.95","1,297.28","1,285.21","313.77K","0.70%"
"28/11/2024","1,287.02","1,291.59","1,295.97","1,284.18","291.04K","0.03%"
"27/11/2024","1,286.67","1,283.83","1,288.69","1,282.61","261.17K","0.14%"
"26/11/2024","1,284.87","1,277.96","1,289.73","1,277.37","363.99K","0.61%"
"25/11/2024","1,277.14","1,271.42","1,277.81","1,270.58","307.05K","0.49%"
"22/11/2024","1,270.87","1,273.06","1,276.88","1,269.48","342.98K","-0.15%"
"21/11/2024","1,272.84","1,259.65","1,272.84","1,255.43","321.95K","1.09%"
"20/11/2024","1,259.16","1,244.66","1,265.53","1,235.84","492.83K","1.11%"
"19/11/2024","1,245.32","1,259.59","1,261.85","1,245.32","333.57K","-1.13%"
"18/11/2024","1,259.53","1,259.94","1,267.31","1,244.04","433.11K","-0.06%"
"15/11/2024","1,260.23","1,272.17","1,272.61","1,257.83","526.13K","-1.22%"
"14/11/2024","1,275.80","1,291.24","1,293.77","1,275.41","420.07K","-1.38%"
"13/11/2024","1,293.69","1,289.23","1,294.73","1,279.69","456.80K","0.14%"
"12/11/2024","1,291.84","1,300.70","1,304.39","1,288.29","397.76K","-0.51%"
"11/11/2024","1,298.40","1,303.64","1,304.25","1,287.90","550.32K","-0.40%"
"08/11/2024","1,303.59","1,315.39","1,315.49","1,299.39","389.21K","-0.58%"
"07/11/2024","1,311.22","1,318.57","1,319.84","1,310.41","352.91K","-0.13%"
"06/11/2024","1,312.88","1,296.36","1,313.40","1,296.36","384.13K","1.32%"
"05/11/2024","1,295.76","1,294.58","1,299.96","1,294.49","259.75K","0.10%"
"04/11/2024","1,294.46","1,306.97","1,308.59","1,292.04","455.76K","-0.94%"
"01/11/2024","1,306.72","1,314.96","1,317.40","1,305.91","424.26K","-0.98%"
"31/10/2024","1,319.60","1,316.47","1,321.57","1,310.73","340.43K","0.30%"
"30/10/2024","1,315.62","1,319.08","1,320.46","1,309.70","352.44K","-0.12%"
"29/10/2024","1,317.20","1,309.95","1,317.55","1,309.95","363.93K","0.58%"
"28/10/2024","1,309.56","1,307.03","1,309.63","1,304.92","310.59K","0.23%"
"25/10/2024","1,306.53","1,314.37","1,314.99","1,304.46","412.81K","-0.31%"
"24/10/2024","1,310.55","1,327.90","1,330.92","1,310.55","468.37K","-1.29%"
"23/10/2024","1,327.65","1,325.54","1,329.05","1,317.67","424.29K","0.21%"
"22/10/2024","1,324.86","1,333.09","1,335.67","1,319.82","569.64K","-0.64%"
"21/10/2024","1,333.41","1,336.90","1,341.71","1,333.41","447.79K","-0.36%"
"18/10/2024","1,338.25","1,344.40","1,347.43","1,337.33","477.66K","-0.09%"
"17/10/2024","1,339.42","1,332.27","1,339.42","1,320.69","492.20K","0.79%"
"16/10/2024","1,328.95","1,331.57","1,334.80","1,325.88","366.41K","-0.26%"
"15/10/2024","1,332.47","1,340.10","1,346.08","1,330.55","533.90K","-0.45%"
"14/10/2024","1,338.56","1,345.48","1,353.93","1,338.13","530.99K","-0.45%"
"11/10/2024","1,344.63","1,344.39","1,346.63","1,338.62","348.42K","0.13%"
"10/10/2024","1,342.91","1,341.31","1,354.10","1,341.31","520.29K","0.37%"
"09/10/2024","1,337.92","1,328.10","1,338.28","1,327.01","500.87K","0.91%"
"08/10/2024","1,325.88","1,323.72","1,331.19","1,319.07","507.57K","0.32%"
"07/10/2024","1,321.63","1,326.88","1,330.20","1,314.62","361.67K","0.10%"
"04/10/2024","1,320.26","1,329.56","1,330.49","1,320.26","445.13K","-0.63%"
"03/10/2024","1,328.69","1,340.35","1,352.94","1,327.28","801.49K","-0.76%"
"02/10/2024","1,338.80","1,340.38","1,346.58","1,336.31","522.90K","-0.46%"
"01/10/2024","1,344.98","1,342.87","1,355.61","1,342.87","708.08K","0.37%"
"30/09/2024","1,340.04","1,339.44","1,342.15","1,333.40","548.51K","0.04%"
"27/09/2024","1,339.45","1,342.68","1,347.70","1,334.00","706.94K","0.10%"
"26/09/2024","1,338.15","1,334.67","1,345.63","1,332.60","717.09K","0.47%"
"25/09/2024","1,331.90","1,325.44","1,331.90","1,322.57","725.51K","1.01%"
"24/09/2024","1,318.53","1,308.20","1,318.53","1,306.52","373.32K","0.75%"
"23/09/2024","1,308.65","1,316.19","1,319.27","1,307.59","336.24K","-0.35%"
"20/09/2024","1,313.30","1,314.73","1,322.87","1,313.30","674.99K","0.47%"
